filename,tree_ids
2020-10-15-Berliner_Chaussee_Bergahorn_S10790-10791.PDF,S10790|S10791
2020-10-15-Berliner_Chaussee_Bergahorn_S3542.PDF,S3542
2020-10-15-Berliner_Chaussee_Bergahorn_S3552.PDF,S3552
2020-10-15-Berliner_Chaussee_Bergahorn_S3554.PDF,S3554
2020-10-15-Berliner_Chaussee_Robinie_ohne_Baumnummer.PDF,-
2020-10-15-Berliner_Chaussee_Spitzahorn_ohne_Baumnummer.PDF,-
2020-10-19-Gerhart_Hauptmann_Straße_Robinie_S1971.PDF,S1971
2020-10-19-Gerhart_Hauptmann_Straße_Robinie_S2024.PDF,S2024
2020-10-19-Gerhart_Hauptmann_Straße_Robinie_S2025.PDF,S2025
"2020-10-21-Lemsdorfer_Friedhof,_WII,_3_Koniferen.PDF",F417|F418|F419
"2020-10-21-Westfriedhof,_am_Garagenkomplex_Buche.PDF",-
2020-11-05-Geschwister_Scholl_Park_Berg-Ahorn_G21093.PDF,G21093
2020-11-05-Geschwister_Scholl_Park_Rot-Ahorn_G21086.PDF,G21086
2020-11-05-Lärchenstraße-S17485-Ulme.PDF,S17485
2020-11-13-Alte_Kanonenbahn_Bergahorne.PDF,-
2020-11-17-Neuer_Sülzeweg__SP003_K098_Eberesche.PDF,K98
2020-11-19-Gneisenauring_Mehlbeere_G27786.PDF,G27786
2020-11-23-Boquet_Graseweg_Sorbus_S_24637.PDF,S24637
2020-11-24-Silberbergweg_Große_Sülze_Bergahorn.PDF,-
2020-11-25-Am_Schraderhof_S30455_Crataegus.PDF,S30455
2020-11-26-Neustädter_Platz_Eichenwiese_Vogelkirsche_G48517.PDF,G48517
2020-11-26-Schönebecker_Chaussee-lfd._Nr._48_1.PDF,-
2020-11-26-Siedlung_Baumschule_lfd._Nr._73.PDF,-
2020-11-26-Siedlung_Baumschule_lfd._Nr._74.PDF,-
2020-11-26-Siedlung_Baumschule_lfd._Nr._76.PDF,-
2020-11-26-Siedlung_Baumschule_lfd._Nr._83.PDF,-
2020-11-26-Siedlung_Baumschule_lfd._Nr._86.PDF,-
2020-11-26-Siedlung_Baumschule_lfd._Nr._89.PDF,-
2020-11-26-Siedlung_Baumschule_lfd._Nr._90.PDF,-
2020-11-26-Siedlung_Baumschule_lfd._Nr._90_1_und_2.PDF,-
2020-11-27-Elbuferpromenade_Nord_Mehlbeere_G10049.PDF,G10049
2020-11-27-Elbuferpromenade_Nord_Mehlbeere_G10051.PDF,G10051
"2020-11-27-Herrenkrugstraße,_Spitzahorne,_ohne_Nummer.PDF",-
2020-11-27-Nordpark_Ahorn_3035.PDF,G3035
2020-11-27-Nordpark_Ahorn_3074.PDF,G3074
2020-11-27-Nordpark_Robine_3135.PDF,G3135
"2020-11-27-Stadtpark_Bergahorn_Sammelliste_G38195,38199,38200.PDF",G38195|G38199|G38200
"2020-11-27-Stadtpark_Esche,_Ulme_G40688,40689,40690.PDF",G40688|G40689|G40690
2020-11-27-Stadtpark_Feldahorn_G41108.PDF,G41108
"2020-11-27-Stadtpark_Robinie_G41417,41418,41423.PDF",G41417|G41418|G41423
"2020-11-27-Stadtpark_Rotbuche_G46204,46213,46214.PDF",G46204|G46213|G46214
2020-11-27-Stadtpark_Spitzahorn__Sammelliste_G38572.38573.PDF,G38572|G38573
"2020-11-27-Stadtpark_Weymothskiefer_G45984,45986,46987.PDF",G45984|G45986|G45987
"2020-11-27-Stadtpark__Eiche_G39038,39039.PDF",G39038|G39039
"2020-11-27-Stadtpark__Ulme_G39180,39186.PDF",G39180|G39186
2020-11-27-Zum_Rothehornblick_Kirsche_Nr._10.PDF,-
2020-11-27-Zum_Rothehornblick_Kirsche_Nr._7.PDF,-
2020-12-03-Gardeleger_Straße_Pyramiden_Pappel_G_8599.PDF,G8599
2020-12-03-Otto_von_Guericke_Straße_Robinie_S_17157.PDF,S17157
2020-12-03-Otto_von_Guericke_Straße_Robinie_S_17168.PDF,S17168
2020-12-18-Cracauer_Straße_S23637_Säuleneiche.PDF,S23637
